,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12
epoch_105,uid_167368,6659,7451,166461,27800,31696,1339,27005,87306,1399,38038,6424,90746
epoch_105,uid_21772,2936,87306,481,36363,3241,28,5833,56788,2750,6424,1794,501
epoch_105,uid_176555,5485,104879,36363,6659,2915,172591,7484,6430,5472,2936,62511,58803
epoch_105,uid_166868,3927,8873,87306,2936,1339,91077,1095,69275,949,5329,59315,3052
epoch_106,uid_128088,5826,162606,7840,81385,2972,133645,74510,33162,6279,99112,26007,5833
epoch_106,uid_267455,27731,85399,53956,4322,4612,56152,7075,134881,300,133645,6710,326
epoch_106,uid_73381,85399,85259,3983,2327,2579,96821,59369,87306,3471,8684,4424,27803
epoch_106,uid_117628,5110,3504,2067,7205,2579,2327,8670,2690,1950,269,1192,104879
epoch_106,uid_21453,501,8530,4322,3983,5110,1950,2327,27803,87306,85399,1192,96079
epoch_106,uid_229622,551,501,4322,27800,87306,27803,27731,2327,1950,4901,56152,6163
epoch_106,uid_167368,96821,27803,4529,4322,62155,27731,84407,3471,1192,6863,3751,1183
epoch_106,uid_21772,4322,7076,1950,5110,3983,6430,1399,118244,3359,1192,3504,27803
epoch_106,uid_176555,501,133645,69275,27912,27803,27731,113829,32587,1399,308,1050,37729
epoch_106,uid_166868,59369,104879,83,8605,6770,5110,6279,1399,7218,269,27033,8684
epoch_107,uid_128088,108540,71518,4322,48744,42518,3328,5955,5055,46723,4210,172591,25798
epoch_107,uid_267455,8575,2676,85342,103624,71518,1643,8459,4440,3761,1946,93040,6430
epoch_107,uid_73381,4976,176423,4085,96728,113829,86377,103624,3241,4723,67186,8641,5607
epoch_107,uid_117628,60684,8459,2676,838,8575,4976,32657,91077,4085,6753,26003,56286
epoch_107,uid_21453,66097,4976,38038,2676,91077,8459,56286,27005,4723,176423,6123,113829
epoch_107,uid_229622,91077,87304,112623,32657,8575,28,4723,113829,4976,838,27005,176423
epoch_107,uid_167368,3985,8575,32657,69275,103624,1946,5505,26003,3972,8010,96728,7205
epoch_107,uid_21772,2676,7835,1023,112623,4976,838,2275,113829,134881,85259,32657,7451
epoch_107,uid_176555,4976,112623,26242,7835,85399,2867,27005,111130,5505,92694,91077,54503
epoch_107,uid_166868,26242,1688,4976,38038,4322,51562,3241,3967,27731,27005,113829,2676
epoch_108,uid_128088,151731,4529,1399,81932,91630,3606,123,501,84407,4802,6123,4690
epoch_108,uid_267455,4210,3088,2867,69275,102407,68835,27857,5440,3751,51931,2774,38701
epoch_108,uid_73381,1061,4529,84407,2690,5485,1302,4210,83,6424,1057,5095,838
epoch_108,uid_117628,27731,4210,6755,88140,84407,175569,62250,1057,3053,4529,4424,89904
epoch_108,uid_21453,88140,84407,2690,6424,62250,4529,51562,1580,949,26003,838,4424
epoch_108,uid_229622,99112,2690,6123,88140,1580,949,6430,62250,4210,1057,48416,26003
epoch_108,uid_167368,2690,53956,5105,118082,62788,38701,54190,42518,68347,118244,949,58964
epoch_108,uid_21772,4529,84407,2690,4210,62250,6063,27731,3053,27857,5105,96728,4424
epoch_108,uid_176555,7570,3927,7440,99112,27857,83,48416,7451,2871,96079,949,173145
epoch_108,uid_166868,2690,1289,1580,6424,838,48696,175569,99112,118082,3794,27803,2184
epoch_109,uid_128088,6453,918,30,97673,49280,68194,4245,2676,7564,28,8981,3186
epoch_109,uid_267455,1754,2936,84407,93006,5329,89904,44243,50011,5472,84844,3972,68347
epoch_109,uid_73381,41571,7570,5329,1754,85342,69122,89904,2926,8605,151731,44788,5505
epoch_109,uid_117628,1399,41571,3983,1183,27391,5505,6565,5485,1754,5472,7983,85342
epoch_109,uid_21453,41571,4210,1183,8605,89904,3972,5329,1399,1754,2305,27391,133645
epoch_109,uid_229622,6565,3972,1183,5064,2926,2305,41571,3983,1844,2184,1399,27391
epoch_109,uid_167368,7388,6565,501,151731,5329,5440,1844,1643,1343,85259,6791,6430
epoch_109,uid_21772,27005,1735,89904,81932,41571,6565,7205,26003,1643,62155,5472,5485
epoch_109,uid_176555,41571,1183,998,2000,5064,8784,8530,2355,556,602,4210,1061
epoch_109,uid_166868,5505,62250,5826,2065,89904,27391,41571,1046,85342,32657,69122,8459
epoch_110,uid_128088,949,2320,5505,87306,60684,36517,6424,5152,538,104879,57464,3256
epoch_110,uid_267455,55118,7951,4690,5341,173145,40491,135143,1844,122912,8605,27005,39381
epoch_110,uid_73381,111130,4901,1183,36363,2320,57464,37729,261,556,4047,5357,42518
epoch_110,uid_117628,4901,122912,135143,1748,55118,68347,36363,1844,5341,42518,4345,2065
epoch_110,uid_21453,68347,111130,135143,2096,55118,85259,2065,4345,5341,5357,1844,122912
epoch_110,uid_229622,4345,54190,122912,3794,62155,5357,6424,556,5341,1748,8610,4047
epoch_110,uid_167368,81564,111130,3088,7075,116136,556,4047,92008,4901,105844,824,135143
epoch_110,uid_21772,1183,5341,4901,135143,1748,42518,57526,122912,111130,2065,1339,85342
epoch_110,uid_176555,4085,6305,4345,7091,7387,4440,55814,3794,5826,42518,6433,1627
epoch_110,uid_166868,4901,42518,4723,57526,55118,1844,118244,127198,85259,57464,68347,84407
epoch_111,uid_128088,4939,1162,3813,3770,53956,77266,3733,54281,74944,3635,1356,127198
epoch_111,uid_267455,991,2202,3770,8670,56389,54503,111130,172591,118244,83132,1099,4901
epoch_111,uid_73381,8366,68347,949,3770,3868,6063,272,4440,168250,3168,88140,66198
epoch_111,uid_117628,8366,5377,56389,3770,8641,32840,7387,6430,1099,4440,2202,5329
epoch_111,uid_21453,8366,269,56389,3770,37741,3359,5055,168250,3033,1099,4440,139644
epoch_111,uid_229622,269,8366,3770,991,135143,111130,1099,84844,5329,6063,7835,1289
epoch_111,uid_167368,8366,32840,175569,269,1645,3770,168250,2202,8641,28,3813,84844
epoch_111,uid_21772,8366,3770,269,8641,68347,56389,1099,2915,5505,84844,5377,556
epoch_111,uid_176555,3770,2750,81564,40583,168250,97673,4901,2327,8366,56389,135143,838
epoch_111,uid_166868,8366,501,70984,3770,36363,5650,1162,97673,135143,59784,2305,4424
epoch_112,uid_128088,1674,74488,7303,7075,4680,26148,86377,95377,2834,37733,3076,2871
epoch_112,uid_267455,8957,7451,7132,1192,7164,3328,1753,8366,1694,2096,36276,56286
epoch_112,uid_73381,104879,59315,1356,1215,134881,27912,139644,2305,55118,7387,8670,7164
epoch_112,uid_117628,105844,53956,166461,1215,172591,556,90746,188,7164,134881,2944,27912
epoch_112,uid_21453,7983,8957,134881,7835,7387,556,7164,176601,90746,3262,166461,188
epoch_112,uid_229622,134881,84407,53956,7387,188,104879,90746,7164,96728,108540,165969,8670
epoch_112,uid_167368,1356,7835,102445,27912,4424,8605,172591,102716,188,1019,64620,534
epoch_112,uid_21772,2327,188,140110,90746,166461,5329,91077,53956,7132,8670,2594,133645
epoch_112,uid_176555,96281,3328,89904,4680,63033,2579,534,1019,2425,140110,25788,51931
epoch_112,uid_166868,2327,1192,5377,27912,71518,7983,26524,134881,7387,112623,26550,2972
epoch_113,uid_128088,32587,824,176423,95088,82,2087,135887,2096,4128,8167,136564,66097
epoch_113,uid_267455,139644,95088,2594,82,101962,175569,6371,3985,93208,8712,3529,55063
epoch_113,uid_73381,3262,64620,1099,1192,133645,110102,26524,84844,3652,7835,108540,105250
epoch_113,uid_117628,64620,133645,81932,7835,1643,139644,95088,7951,40491,2305,38701,2594
epoch_113,uid_21453,64620,3088,1643,40491,62155,6710,96821,95088,8670,105250,1627,6791
epoch_113,uid_229622,3262,139644,81932,64620,133645,3088,1643,4529,95088,32387,85259,6710
epoch_113,uid_167368,3262,40491,3359,1393,92694,85342,81932,8459,26524,41571,3652,5472
epoch_113,uid_21772,64620,139644,2305,105250,40491,6710,95088,32387,2096,69275,168250,97673
epoch_113,uid_176555,95088,6565,85342,81932,62250,108540,32387,3088,82,84716,176601,118244
epoch_113,uid_166868,3262,96281,64620,139644,62155,32840,81932,1627,133645,108540,105844,56389
epoch_114,uid_128088,34542,3469,26524,34072,2627,87234,733,91077,26203,6790,47997,84716
epoch_114,uid_267455,838,4649,5833,1615,6753,26203,151731,7484,27912,2275,1834,41571
epoch_114,uid_73381,166461,2867,26003,6791,62788,51931,7205,5440,36276,92008,481,25
epoch_114,uid_117628,2096,118244,51931,96821,111130,8873,57464,105250,62155,6791,3359,7484
epoch_114,uid_21453,104879,27731,57526,4680,7484,51931,8575,8873,2867,2594,85342,118244
epoch_114,uid_229622,2096,85342,118244,105250,4383,27912,96821,26524,2867,4612,481,8459
epoch_114,uid_167368,1754,4680,122912,32387,4612,51931,34528,68835,93988,165969,4690,34072
epoch_114,uid_21772,96821,172591,51931,1754,8459,36276,4680,57464,8575,4649,173145,165969
epoch_114,uid_176555,8542,1295,33171,5440,26003,1192,4649,101962,2202,824,2929,1339
epoch_114,uid_166868,556,26003,105250,6791,2867,96821,588,1307,5607,7484,8670,96728
epoch_115,uid_128088,8542,4345,8670,72308,4061,8012,26379,3504,133802,4424,3055,86892
epoch_115,uid_267455,8641,2305,37741,108540,4047,5105,2944,26713,67073,1162,32456,118082
epoch_115,uid_73381,1735,8459,5110,1025,3794,495,4680,4612,2504,8012,7132,1289
epoch_115,uid_117628,1735,85259,2867,2915,34528,176423,5540,534,27033,57526,4432,118082
epoch_115,uid_21453,1735,5485,534,172591,27912,824,27033,1289,2834,50011,92008,26524
epoch_115,uid_229622,5485,166461,2834,1025,68941,534,50011,3783,7951,824,4404,34528
epoch_115,uid_167368,4345,57464,108540,5110,1025,105250,5833,5607,3606,85399,6063,4383
epoch_115,uid_21772,2231,7951,2944,5607,534,27912,50011,3868,27033,108540,2926,176423
epoch_115,uid_176555,59784,1735,1099,8575,68941,88977,3175,2834,495,62155,2305,5540
epoch_115,uid_166868,4345,4680,534,5485,101962,31364,112421,4459,38701,482,5472,62788
epoch_116,uid_128088,1950,163959,5570,4976,50011,2202,4612,4440,4117,1350,1339,2143
epoch_116,uid_267455,7205,4680,144138,4166,93988,27033,57526,5570,5325,5540,99437,45028
epoch_116,uid_73381,3088,135887,99437,67,5341,26974,5570,96079,58964,2936,5105,6533
epoch_116,uid_117628,103624,3985,4047,5607,4680,26974,96079,7132,99437,2834,1289,25788
epoch_116,uid_21453,7205,7132,57464,26974,3985,4047,7951,103624,25788,2944,3761,99437
epoch_116,uid_229622,7205,96079,5472,3985,4680,5440,57526,168250,26974,4424,5607,7132
epoch_116,uid_167368,25,56286,5570,2944,495,55118,56367,25788,2204,1095,99437,71464
epoch_116,uid_21772,25788,3985,4047,6753,26974,1289,135887,1844,3761,103624,4085,71518
epoch_116,uid_176555,3053,1694,4529,2657,893,7132,5341,26203,3761,103624,2096,6063
epoch_116,uid_166868,5105,103624,99437,27592,172591,135887,58964,26974,4117,2944,2834,53956
epoch_117,uid_128088,2000,1343,6783,171,6920,58803,58376,58154,176601,1753,188,1735
epoch_117,uid_267455,5303,2834,71033,1950,2117,40583,58964,62788,2203,68941,92008,1688
epoch_117,uid_73381,116823,123,1688,90746,2202,1794,3761,8167,52435,118880,7484,2060
epoch_117,uid_117628,40583,3761,1753,25,140110,1688,5105,151731,4690,1162,168250,85399
epoch_117,uid_21453,151731,2202,175569,1753,5505,140110,123,32387,54190,1688,5105,25
epoch_117,uid_229622,40583,103624,151731,5505,55118,5105,2202,175569,140110,1753,7484,71033
epoch_117,uid_167368,1753,96079,7564,2610,140110,7484,326,3983,49396,3194,4649,1050
epoch_117,uid_21772,175569,2202,151731,40583,1753,101962,55118,99437,93006,1162,7164,92008
epoch_117,uid_176555,188,32840,66198,1688,1753,406,118082,25,51562,68347,38701,1844
epoch_117,uid_166868,111130,8827,5341,1753,3983,565,3761,26713,118880,36517,85399,6430
epoch_118,uid_128088,27803,5341,2184,38038,26151,63515,26052,7008,269,25788,2936,4432
epoch_118,uid_267455,135887,7328,7842,145935,6433,92694,77240,3606,112421,27592,6235,5505
epoch_118,uid_73381,25788,300,4383,88977,27731,534,357,8575,97673,8610,1844,70984
epoch_118,uid_117628,2184,4612,824,96728,97673,135887,84716,5440,3550,176601,991,68835
epoch_118,uid_21453,2184,4690,84844,84716,97673,3550,96728,4612,1951,7300,5472,38701
epoch_118,uid_229622,6791,4690,1754,25788,135887,176601,97673,4440,44788,5325,1951,7155
epoch_118,uid_167368,71518,88977,6114,991,1099,893,97673,3550,1688,73829,84716,7951
epoch_118,uid_21772,2184,4432,6791,7484,34072,4690,26524,38701,8827,7300,176601,991
epoch_118,uid_176555,159093,6791,2352,62788,8167,30,2926,1703,4690,1754,56788,55063
epoch_118,uid_166868,25788,4690,1754,84844,4383,1794,112515,44788,84716,68835,7300,142222
epoch_119,uid_128088,2275,1951,8827,102445,7328,41997,471,94939,2546,59315,4079,2579
epoch_119,uid_267455,96655,1794,602,32387,6707,8873,5515,6291,4424,4783,3498,3033
epoch_119,uid_73381,7073,1393,3033,6291,7388,84716,68099,1097,80969,1162,6707,5303
epoch_119,uid_117628,6291,108540,54190,92008,44788,5303,36276,173145,127198,5833,84844,68099
epoch_119,uid_21453,6291,5607,108540,135887,173145,5440,5303,44788,36276,68835,1162,8827
epoch_119,uid_229622,6291,57464,92008,173145,56251,44243,36276,8827,5303,68099,99437,127198
epoch_119,uid_167368,6291,6707,1950,70208,5425,56251,98,44243,2834,127198,39381,7073
epoch_119,uid_21772,5440,44788,2867,54190,85399,58964,68099,5303,1095,6291,118082,127198
epoch_119,uid_176555,1950,135887,1951,40491,1097,3993,39381,26150,26974,2275,7924,84844
epoch_119,uid_166868,6291,80969,32387,92008,2275,3033,7328,8575,6707,176601,70208,5055
epoch_120,uid_128088,1727,1711,406,92008,26236,112623,118880,27391,27731,6849,90531,25952
epoch_120,uid_267455,8464,140110,2580,1057,8827,26184,8951,7048,83219,77266,8010,7155
epoch_120,uid_73381,7155,1711,140110,406,2944,145935,37741,5927,34528,1650,26203,3606
epoch_120,uid_117628,2580,101962,8010,3783,7155,93006,3794,62788,8464,5570,26184,6863
epoch_120,uid_21453,1057,7155,42518,8010,93006,3783,4325,2580,62788,6863,5927,8464
epoch_120,uid_229622,2944,42518,27033,6863,2580,101962,51931,93006,3606,38701,8010,41285
epoch_120,uid_167368,93006,7394,101962,8827,8951,2921,1162,42351,41285,74508,406,1941
epoch_120,uid_21772,88140,1057,2580,8010,7328,1215,59037,3783,7155,67186,602,300
epoch_120,uid_176555,1057,159415,944,127198,8010,8951,7075,1215,3972,7073,3783,3985
epoch_120,uid_166868,7155,1057,140110,4440,122912,26203,37741,1215,39381,159415,51931,4205
epoch_121,uid_128088,40583,60766,173145,151759,2011,55063,5377,5304,104272,456,27005,103339
epoch_121,uid_267455,160980,1023,68099,1934,5453,26151,5927,27671,97673,27801,1734,67186
epoch_121,uid_73381,2834,7075,175569,50011,27033,1271,824,40491,1023,1734,176601,5425
epoch_121,uid_117628,3606,32387,7075,34072,1734,67186,6063,58964,26713,1023,27592,7328
epoch_121,uid_21453,7075,3606,4205,1734,118082,1271,68099,6063,1934,5425,1023,26713
epoch_121,uid_229622,7075,1023,1934,118082,84716,40491,1095,4205,67186,5833,26713,3529
epoch_121,uid_167368,3529,173145,1215,2159,7842,8981,6433,2774,7164,1794,136562,27033
epoch_121,uid_21772,1271,3606,4383,112421,5927,2834,1934,3794,7075,56286,44243,5540
epoch_121,uid_176555,176423,8827,99437,8670,3244,1023,1734,57464,1674,5607,34072,3606
epoch_121,uid_166868,151731,1271,36276,1734,40491,4128,1023,90746,5304,6659,824,8981
epoch_122,uid_128088,67073,42351,5650,5485,140110,26974,2580,2594,77154,4901,26326,80839
epoch_122,uid_267455,95313,7669,6533,66798,3652,3079,73829,34528,495,39419,7832,77154
epoch_122,uid_73381,8827,83132,7669,3019,71518,118082,34072,1060,137857,4690,4649,8914
epoch_122,uid_117628,26524,4649,7669,3363,4383,71518,8827,6371,2320,145935,85179,6533
epoch_122,uid_21453,3794,4649,7669,7328,71518,34528,3363,1302,6371,6533,2320,34072
epoch_122,uid_229622,7669,4649,3363,88977,71518,73829,56286,7328,5540,2594,1302,6371
epoch_122,uid_167368,3794,6533,95088,5927,7669,2320,97306,6371,7328,3363,2594,55063
epoch_122,uid_21772,7669,3363,84716,4612,54503,1951,118880,6371,1302,495,34528,145935
epoch_122,uid_176555,4414,3510,6371,3363,3359,34528,326,26524,5632,26713,7669,1277
epoch_122,uid_166868,4649,2320,1302,188,34528,50011,2067,7842,5927,3985,7669,56286
epoch_123,uid_128088,77843,105250,1277,2657,132480,60904,89904,1678,4359,3075,2355,8712
epoch_123,uid_267455,2926,1650,3794,1941,119145,102716,4325,8012,3760,142222,2504,1311
epoch_123,uid_73381,2275,991,59037,7360,1941,127198,2159,173145,71033,6305,26148,3498
epoch_123,uid_117628,3498,2926,1794,4128,2657,480,59037,2774,26148,1050,66798,93988
epoch_123,uid_21453,2926,991,67186,3498,2275,127198,26148,1050,59037,1794,101962,1941
epoch_123,uid_229622,2275,26148,1794,26674,3498,1941,62788,52952,2320,5570,2774,3079
epoch_123,uid_167368,6235,119145,26148,68099,59037,135887,4325,26674,86142,55814,83219,26974
epoch_123,uid_21772,3498,1688,102407,3079,1050,4128,62788,26148,1941,6863,144138,68835
epoch_123,uid_176555,26148,991,168610,60684,52952,7328,68099,168612,54190,112421,85,26151
epoch_123,uid_166868,1650,2657,165969,3498,1050,991,2594,1950,6753,2504,26148,4612
epoch_124,uid_128088,6618,7035,62788,8010,68099,7669,3947,33779,1192,6291,7056,8464
epoch_124,uid_267455,1693,26148,7073,33171,188,3604,26974,44788,1703,55814,8622,41285
epoch_124,uid_73381,1748,38701,7056,31364,165969,7035,893,6023,6453,1693,27592,3760
epoch_124,uid_117628,1693,893,7394,82,2355,7564,165969,7073,55814,54503,1343,55063
epoch_124,uid_21453,1748,55814,893,7073,165969,82,6023,58964,83219,272,7564,6453
epoch_124,uid_229622,1688,7073,82,8167,893,55814,6453,68835,55063,6832,7564,6618
epoch_124,uid_167368,1693,7155,81385,82,64278,513,26164,66798,145935,6023,4783,6618
epoch_124,uid_21772,55814,1693,6453,893,8167,82,2355,7073,7564,3604,56367,5570
epoch_124,uid_176555,1289,1934,1727,7008,71518,31364,92008,2949,134849,26236,145935,5425
epoch_124,uid_166868,1693,1748,82,166461,6254,88140,2949,2572,893,176423,6323,1343
epoch_125,uid_128088,131724,48943,81725,81834,49666,5453,122912,120815,118900,4868,118244,3499
epoch_125,uid_267455,4383,8610,80839,4833,7300,8368,7487,51080,6453,69604,1951,4225
epoch_125,uid_73381,77154,3783,26674,66798,4205,67267,95088,5325,4994,26326,86142,82
epoch_125,uid_117628,7035,4205,86142,26674,88977,118880,7388,3079,602,3033,26726,5927
epoch_125,uid_21453,66798,26674,4383,77154,7388,88977,7035,5570,160980,8167,5325,81385
epoch_125,uid_229622,59037,66798,85399,118880,86142,1162,7388,49286,6533,77154,3033,602
epoch_125,uid_167368,1734,3783,118880,6453,77154,4085,67267,26326,5325,45028,2572,49666
epoch_125,uid_21772,66798,77154,26674,88977,5325,1734,2420,4205,27592,3527,3760,7388
epoch_125,uid_176555,67186,66798,96821,5833,26379,81385,26674,6707,50011,456,4404,56286
epoch_125,uid_166868,95088,59037,8010,3606,26674,7075,77154,4047,326,6864,6371,67
epoch_126,uid_128088,4649,83219,2607,3224,130642,44788,55814,5498,44243,158972,6021,32352
epoch_126,uid_267455,85179,100106,85316,77795,5632,4459,54190,8981,39449,85881,7008,6023
epoch_126,uid_73381,7951,3604,92694,2973,1251,2203,3550,93040,4822,100106,1339,179119
epoch_126,uid_117628,26203,2203,8167,44243,2117,83132,1339,77154,80839,1060,30,6710
epoch_126,uid_21453,2117,3604,2203,6753,93040,83132,39449,85179,31364,1339,27784,44243
epoch_126,uid_229622,2117,4245,93040,5453,1339,85179,3760,3604,31364,2203,160980,66198
epoch_126,uid_167368,2117,4245,8167,95313,39449,3487,6864,1251,44788,2203,160980,4822
epoch_126,uid_21772,26203,4245,39449,95313,1060,92694,1343,83132,30,2117,67,160980
epoch_126,uid_176555,77154,3604,11,1060,7388,44788,2973,32139,27033,6021,4765,59369
epoch_126,uid_166868,7951,4822,7388,3604,84156,62849,2580,3175,2203,67186,26326,5570
epoch_127,uid_128088,165969,6659,37729,146327,127441,6978,6118,1450,73829,3045,3832,5472
epoch_127,uid_267455,7056,3733,4245,90430,26674,70984,26236,7388,8167,52952,88977,31193
epoch_127,uid_73381,1019,7300,80839,3952,64278,5792,39381,602,112421,7048,26150,3398
epoch_127,uid_117628,272,300,112421,7056,1302,7300,6433,71033,95313,5792,49286,27801
epoch_127,uid_21453,300,71033,145935,80839,5833,5792,93988,4783,7842,7056,39381,26203
epoch_127,uid_229622,300,272,7300,145935,93988,80839,7056,7842,70984,2159,32352,5792
epoch_127,uid_167368,7300,71033,159415,300,3398,70984,3760,83506,96655,6118,57401,158972
epoch_127,uid_21772,272,71033,80839,4783,49286,70984,7056,4459,3398,6533,86142,7842
epoch_127,uid_176555,4383,1615,80839,32352,6269,300,6114,49286,26326,4783,39449,7056
epoch_127,uid_166868,145935,71033,5792,66798,8167,173145,300,85179,27784,80839,7035,83132
epoch_128,uid_128088,111130,36276,37741,1799,171011,4966,3088,3604,3918,160980,7394,3398
epoch_128,uid_267455,7564,2929,357,4404,30,7759,26550,4966,116823,34292,55908,67
epoch_128,uid_73381,122892,2929,2065,6433,32139,1934,4783,4966,4404,1050,1596,1615
epoch_128,uid_117628,122892,2929,173291,4404,14,4783,1615,8012,5453,1934,3652,85881
epoch_128,uid_21453,122892,2929,85881,173291,30,357,4966,3652,1615,27592,14,159415
epoch_128,uid_229622,122892,34072,2929,58964,2504,4966,14,1615,8012,173291,30,4783
epoch_128,uid_167368,2929,1678,1615,838,67186,122892,26151,8012,5453,142492,7832,112421
epoch_128,uid_21772,122892,2929,32587,357,85881,93988,55063,2504,6433,173291,81385,77266
epoch_128,uid_176555,25769,93040,4325,183897,27592,96811,2159,68835,7300,7394,122892,160980
